"nama_resto","kategori_resto","rating_resto","menu_resto","harga"
"HokBen - Tomang","Japanese,Rice,Fast Food","4.8","Tori Ball (5 pcs)","35.001"
"HokBen - Tomang","Japanese,Rice,Fast Food","4.8","Ebi Furai (4 pcs)","42.001"
"HokBen - Tomang","Japanese,Rice,Fast Food","4.8","Kori Konyaku Chocolate 500 ml","28.500"
"HokBen - Tomang","Japanese,Rice,Fast Food","4.8","Kori Konyaku Strawberry 500 ml","28.500"
"HokBen - Tomang","Japanese,Rice,Fast Food","4.8","Premium Set Beef Teriyaki","69.000"
"HokBen - Tomang","Japanese,Rice,Fast Food","4.8","Premium Set Beef Yakiniku","69.000"
"HokBen - Tomang","Japanese,Rice,Fast Food","4.8","Premium Set Seafood Beef Teriyaki","66.501"
"HokBen - Tomang","Japanese,Rice,Fast Food","4.8","Premium Set Seafood Beef Yakiniku","66.501"
"HokBen - Tomang","Japanese,Rice,Fast Food","4.8","Favorite Set Chicken Teriyaki","56.500"
"HokBen - Tomang","Japanese,Rice,Fast Food","4.8","Favorite Set Chicken Yakiniku","56.500"
"HokBen - Tomang","Japanese,Rice,Fast Food","4.8","Value Set","35.001"
"HokBen - Tomang","Japanese,Rice,Fast Food","4.8","Takoyaki 5 pcs","25.000"
"HokBen - Tomang","Japanese,Rice,Fast Food","4.8","Shumay Steam 5 pcs","28.500"
"HokBen - Tomang","Japanese,Rice,Fast Food","4.8","Shumay Furai 5 pcs","28.500"
"HokBen - Tomang","Japanese,Rice,Fast Food","4.8","Chicken Tofu (1 pc)","14.001"
"HokBen - Tomang","Japanese,Rice,Fast Food","4.8","Tori Pop Corn","24.001"
"HokBen - Tomang","Japanese,Rice,Fast Food","4.8","Crispy Chicken Karaage","31.001"
"HokBen - Tomang","Japanese,Rice,Fast Food","4.8","Takoyaki Mentai","45.000"
"HokBen - Tomang","Japanese,Rice,Fast Food","4.8","Takoyaki Original","43.001"
"HokBen - Tomang","Japanese,Rice,Fast Food","4.8","Es Ogura","15.001"
"HokBen - Tomang","Japanese,Rice,Fast Food","4.8","Soft Pudding Caramel","20.500"
"HokBen - Tomang","Japanese,Rice,Fast Food","4.8","Soft Pudding Taro","20.500"
"HokBen - Tomang","Japanese,Rice,Fast Food","4.8","Soft Pudding Mango","20.500"
"HokBen - Tomang","Japanese,Rice,Fast Food","4.8","Soft Pudding Green Tea","20.500"
"HokBen - Tomang","Japanese,Rice,Fast Food","4.8","Soft Pudding Red Velvet","20.500"
"HokBen - Tomang","Japanese,Rice,Fast Food","4.8","Soft Pudding Bubble Gum","20.500"
"HokBen - Tomang","Japanese,Rice,Fast Food","4.8","Kori Konyaku Chocolate","24.001"
"HokBen - Tomang","Japanese,Rice,Fast Food","4.8","Kori Konyaku Strawberry","24.001"
"HokBen - Tomang","Japanese,Rice,Fast Food","4.8","Es Sarang burung","20.500"
"HokBen - Tomang","Japanese,Rice,Fast Food","4.8","Coklat Puding","22.501"
"HokBen - Tomang","Japanese,Rice,Fast Food","4.8","Iced Avocado Coffee 500 ml","45.000"
"HokBen - Tomang","Japanese,Rice,Fast Food","4.8","Iced Coffee 500 ml With Milk & Brown Sugar","39.501"
"HokBen - Tomang","Japanese,Rice,Fast Food","4.8","Iced Avocado Coffee 1 Liter","84.500"
"HokBen - Tomang","Japanese,Rice,Fast Food","4.8","Iced Coffee 1 Liter With Milk & Brown Sugar","73.500"
"HokBen - Tomang","Japanese,Rice,Fast Food","4.8","Simple Set Teriyaki 2 Upgrade Blackpepper Miso Chicken","44.001"
"HokBen - Tomang","Japanese,Rice,Fast Food","4.8","Simple Set Teriyaki 1 Upgrade Blackpepper Miso Chicken","44.001"
"HokBen - Tomang","Japanese,Rice,Fast Food","4.8","Paket Blackpepper Miso Chicken","39.001"
"HokBen - Tomang","Japanese,Rice,Fast Food","4.8","Blackpepper Miso Chicken A La Carte","33.500"
"HokBen - Tomang","Japanese,Rice,Fast Food","4.8","Crispy Nori Chicken 4 Pcs","26.001"
"HokBen - Tomang","Japanese,Rice,Fast Food","4.8","PROMO SIMPLE SET CHICKEN TERIYAKI + HOKA HEMAT","64.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Royal Jujube Oatmilk 1L","113.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Caramel Manuka Milk 1L","79.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Pandan Latte 1L","79.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Golden Ube Oatmilk 1L","93.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Tropical Hibiscus Manuka 1L","79.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Aren Latte 1L","79.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Coconut Nectar Latte 1L","93.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Caramel Praline 1L","79.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Latte 1L","79.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Bundle Royal Jujube Oatmilk & Aren Latte","54.900"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Bundle Golden Ube Oatmilk & Aren Latte","49.900"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Bundle Coconut Nectar Latte & Aren Latte","49.900"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Bundle Peanut Butter & Jelly Panini Sandwich","44.900"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Bundle Smoked Beef & Egg Croissant Sandwich","59.901"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Bundle Sausage & Egg Croissant Sandwich","59.901"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Bundle Tuna Mayo Croissant Sandwich","49.900"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Chocolate 1L","79.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Irish Caffe Latte 1L","79.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Classic Latte 1L","69.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Gula Merah Latte 1L","69.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Matcha 1L","79.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","3 Pandan Latte","79.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","3 Aren Latte","79.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","3 Classic Latte","59.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Bundle Coconut Nectar Latte & Royal Jujube Oatmilk","59.900"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Bundle Coconut Nectar Latte & Golden Ube Oatmilk","54.900"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Bundle Royal Jujube Oatmilk & Golden Ube Oatmilk","59.900"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Bundle Chicken Curry Panini Sandwich","44.900"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Bundle Beef Bulgogi Panini Sandwich","54.900"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Bundle Beef Creamy Mushroom Panini Sandwich","54.900"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Bundle Beef Black Pepper Panini Sandwich","54.900"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Bundle Aren Coconut Croissant Sandwich","49.900"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Bundle Beef Barbeque Panini Sandwich","54.900"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Royal Jujube Oatmilk 1L","113.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Caramel Manuka Milk 1L","79.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Pandan Latte 1L","79.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Golden Ube Oatmilk 1L","93.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Tropical Hibiscus Manuka 1L","79.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Aren Latte 1L","79.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Coconut Nectar Latte 1L","93.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Caramel Praline 1L","79.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Latte 1L","79.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Chocolate 1L","79.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Irish Caffe Latte 1L","79.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Classic Latte 1L","69.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Gula Merah Latte 1L","69.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Matcha 1L","79.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Aren Latte 500 ml","49.900"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Classic Latte 500 ml","44.900"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Gula Merah Latte 500 ml","44.900"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Latte 500 ml","44.900"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Irish Caffe Latte 500ml","49.900"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Caramel Praline 500ml","49.900"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Pandan Latte 500 ml","49.900"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Royal Jujube Oatmilk (Iced)","36.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Royal Jujube Oatmilk (Hot)","36.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Golden Ube Oatmilk (Iced)","32.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Golden Ube Oatmilk (Hot)","32.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Coconut Nectar Latte (Iced)","32.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Coconut Nectar Latte (Hot)","32.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Royal Jujube Oatmilk (Iced Blended)","36.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Golden Ube Oatmilk (Iced Blended)","32.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Coconut Nectar Latte (Iced Blended)","32.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Americano (Hot)","19.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Americano (Iced)","19.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Cappuccino (Hot)","27.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Cappuccino (Iced)","27.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Espresso","17.001"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Latte (Hot)","27.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Latte (Iced)","27.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Hazelnut Latte (Hot)","29.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Hazelnut Latte (Iced)","29.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Mocha (Hot)","32.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Mocha (Iced)","32.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Irish Caffe Latte (Hot)","32.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Irish Caffe Latte (Iced)","32.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Caramel Praline Macchiato (Hot)","32.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Caramel Praline Macchiato (Iced)","32.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Double Iced Shaken Latte","29.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Aren Latte","27.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Classic Latte","22.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Pandan Latte","29.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Iced Kue Putu","32.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Gula Merah","22.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","3 Pandan Latte","79.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","3 Aren Latte","79.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","3 Classic Latte","59.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Berry Manuka Americano","29.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Caramel Manuka Macchiato (Iced)","32.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Caramel Manuka Macchiato (Hot)","32.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Manuka Americano (Iced)","27.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Manuka Americano (Hot)","27.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Tropical Hibiscus Manuka","29.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Creamy Manuka Hibiscus","29.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Biscuit Chizu","32.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Chcocolate Chizu","32.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Matcha Chizu","36.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Classic Milo (Hot)","22.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Classic Milo (Iced)","22.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Chocolate (Hot)","32.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Chocolate (Iced)","32.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Matcha Green Tea (Hot)","32.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Matcha Green Tea (Iced)","32.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Hazelnut Chocolate (Hot)","32.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Hazelnut Chocolate (Iced)","32.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Sunny Citrus Jasmine","29.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Triple Peach Americano","27.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Hibiscus Peach Yakult","29.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Hibiscus Berry Yakult","29.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Chocolate Iced Blended","32.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Caramel Praline Iced Blended","32.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Coffee Caramel Praline Iced Blended","32.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Peach Iced Blended","32.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Matcha Ice Blended","32.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Strawberry Iced Blended","32.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Breakfast Earl Grey (Hot)","27.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Breakfast Earl Grey (Iced)","27.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","English Breakfast Tea (Hot)","27.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","English Breakfast Tea (Iced)","27.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Chamomile (Hot)","27.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Chamomile (Iced)","27.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Creme Caramel Tea (Hot)","27.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Creme Caramel Tea (Iced)","27.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Grand Wedding (Hot)","27.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Grand Wedding (Iced)","27.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Follow Me (Hot)","27.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Follow Me (Iced)","27.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Jasmine Queen Tea (Hot)","27.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Jasmine Queen Tea (Iced)","27.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Stainless Straw","22.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Reusable Bag","15.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Fore Wallmug Lead Grey","165.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Fore Wallmug Beige","165.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Fore Wallmug Black","165.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Fore Wallmug Olive","165.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Pristine","9.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Greeting Card","8.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Bundle Coconut Nectar Latte & Royal Jujube Oatmilk","59.900"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Bundle Coconut Nectar Latte & Golden Ube Oatmilk","54.900"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Bundle Royal Jujube Oatmilk & Golden Ube Oatmilk","59.900"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Bundle Royal Jujube Oatmilk & Aren Latte","54.900"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Bundle Golden Ube Oatmilk & Aren Latte","49.900"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Bundle Coconut Nectar Latte & Aren Latte","49.900"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Peanut Butter & Jelly Panini Sandwich","29.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Bundle Peanut Butter & Jelly Panini Sandwich","44.900"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Smoked Beef & Egg Croissant Sandwich","42.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Bundle Smoked Beef & Egg Croissant Sandwich","59.901"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Sausage & Egg Croissant Sandwich","42.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Bundle Sausage & Egg Croissant Sandwich","59.901"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Tuna Mayo Croissant Sandwich","34.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Bundle Tuna Mayo Croissant Sandwich","49.900"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Chicken Curry Panini Sandwich","29.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Bundle Chicken Curry Panini Sandwich","44.900"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Beef Bulgogi Panini Sandwich","39.001"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Bundle Beef Bulgogi Panini Sandwich","54.900"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Beef Creamy Mushroom Panini Sandwich","39.001"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Bundle Beef Creamy Mushroom Panini Sandwich","54.900"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Beef Black Pepper Panini Sandwich","39.001"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Bundle Beef Black Pepper Panini Sandwich","54.900"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Aren Coconut Croissant Sandwich","32.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Bundle Aren Coconut Croissant Sandwich","49.900"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Beef Barbeque Panini Sandwich","39.001"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Bundle Beef Barbeque Panini Sandwich","54.900"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Soft Cookies (3 pcs)","73.500"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Soft Cookies","147.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Classic Cholate Soft Cookies","24.500"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Pandan Coconut Soft Cookies","24.500"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Banana Funfetti Soft Cookies","24.500"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","BYOS Premium","39.001"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","BYOS Lite","29.000"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Bundle Indonesia Flavor + 1 Cookie","51.500"
"Fore Coffee - Cideng","Coffee,Breakfast","4.8","Bundle Coffee + 1 Cookie","51.500"
"Laota Ge Express - Gambir","Fast Food","4.6","Bubur Ayam","40.000"
"Laota Ge Express - Gambir","Fast Food","4.6","Bubur Bebek","50.000"
"Laota Ge Express - Gambir","Fast Food","4.6","Bubur Ikan Kerapu","50.000"
"Laota Ge Express - Gambir","Fast Food","4.6","Bubur Pelangi","70.000"
"Laota Ge Express - Gambir","Fast Food","4.6","Bubur Polos","25.000"
"Laota Ge Express - Gambir","Fast Food","4.6","Bubur Sapi Cincang","50.000"
"Laota Ge Express - Gambir","Fast Food","4.6","Bubur Udang","50.000"
"Laota Ge Express - Gambir","Fast Food","4.6","Cakwe","10.000"
"Laota Ge Express - Gambir","Fast Food","4.6","Telor Asin","10.000"
"Laota Ge Express - Gambir","Fast Food","4.6","Telor Kampung","10.000"
"Laota Ge Express - Gambir","Fast Food","4.6","Telor Pitan","15.000"
"Laota Ge Express - Gambir","Fast Food","4.6","Bukber Ayam 1/2 Ekor + 3 Nasi Hainam + 3 Tehbotol","90.000"
"Laota Ge Express - Gambir","Fast Food","4.6","Bukber Bebek 1/2 Ekor + 3 Nasi Hainam + 3 Tehbotol","236.000"
"Kopi Kenangan x Cerita Roti - JB Tower","Coffee,Breakfast","4.9","Hari Raya bareng Mantan","129.000"
"Kopi Kenangan x Cerita Roti - JB Tower","Coffee,Breakfast","4.9","Hari Raya Penuh Cerita","126.000"
"Kopi Kenangan x Cerita Roti - JB Tower","Coffee,Breakfast","4.9","Pesta Kenangan Cerita Roti 1","117.500"
"Kopi Kenangan x Cerita Roti - JB Tower","Coffee,Breakfast","4.9","Pesta Kenangan Cerita Roti 2","118.500"
"Kopi Kenangan x Cerita Roti - JB Tower","Coffee,Breakfast","4.9","Pesta Kenangan Cerita Roti 3","114.500"
"Kopi Kenangan x Cerita Roti - JB Tower","Coffee,Breakfast","4.9","Bundle 99% Sarapan Cerita Klasik","50.000"
"Kopi Kenangan x Cerita Roti - JB Tower","Coffee,Breakfast","4.9","99% Pasti Move on","79.999"
"Kopi Kenangan x Cerita Roti - JB Tower","Coffee,Breakfast","4.9","Bundle of 12","115.000"
"Kopi Kenangan x Cerita Roti - JB Tower","Coffee,Breakfast","4.9","Bundle of 6","60.000"
"Kopi Kenangan x Cerita Roti - JB Tower","Coffee,Breakfast","4.9","Hari Raya bareng Mantan","129.000"
"Kopi Kenangan x Cerita Roti - JB Tower","Coffee,Breakfast","4.9","Hari Raya Penuh Cerita","126.000"
"Kopi Kenangan x Cerita Roti - JB Tower","Coffee,Breakfast","4.9","Kopi Kenangan Mantan with Sultan Boba","25.000"
"Kopi Kenangan x Cerita Roti - JB Tower","Coffee,Breakfast","4.9","Hazelnut Choco Milk Tea With Sultan Boba","26.000"
"Kopi Kenangan x Cerita Roti - JB Tower","Coffee,Breakfast","4.9","Jasmine Earl Grey Milk Tea With Sultan Boba","23.000"
"Kopi Kenangan x Cerita Roti - JB Tower","Coffee,Breakfast","4.9","Kenangan Milk Tea With Sultan Boba","23.000"
"Kopi Kenangan x Cerita Roti - JB Tower","Coffee,Breakfast","4.9","Susu Sultan Boba Gula Aren","24.000"
"Kopi Kenangan x Cerita Roti - JB Tower","Coffee,Breakfast","4.9","Pesta Kenangan Cerita Roti 1","117.500"
"Kopi Kenangan x Cerita Roti - JB Tower","Coffee,Breakfast","4.9","Pesta Kenangan Cerita Roti 2","118.500"
"Kopi Kenangan x Cerita Roti - JB Tower","Coffee,Breakfast","4.9","Pesta Kenangan Cerita Roti 3","114.500"
"Kopi Kenangan x Cerita Roti - JB Tower","Coffee,Breakfast","4.9","Bundle 99% Sarapan Cerita Klasik","50.000"
"Kopi Kenangan x Cerita Roti - JB Tower","Coffee,Breakfast","4.9","99% Juice","24.000"
"Kopi Kenangan x Cerita Roti - JB Tower","Coffee,Breakfast","4.9","99% Pasti Move on","79.999"
"Kopi Kenangan x Cerita Roti - JB Tower","Coffee,Breakfast","4.9","Bundle of 12","115.000"
"Kopi Kenangan x Cerita Roti - JB Tower","Coffee,Breakfast","4.9","Bundle of 6","60.000"
"Kopi Kenangan x Cerita Roti - JB Tower","Coffee,Breakfast","4.9","Roti Baso Ayam","16.000"
"Kopi Kenangan x Cerita Roti - JB Tower","Coffee,Breakfast","4.9","Roti Keju Manis","12.000"
"Kopi Kenangan x Cerita Roti - JB Tower","Coffee,Breakfast","4.9","Roti Baso Sapi Wagyu","18.000"
"Kopi Kenangan x Cerita Roti - JB Tower","Coffee,Breakfast","4.9","Roti Coklat Klasik","9.000"
"Kopi Kenangan x Cerita Roti - JB Tower","Coffee,Breakfast","4.9","Roti Daging Asap Keju","14.000"
"Kopi Kenangan x Cerita Roti - JB Tower","Coffee,Breakfast","4.9","Roti Susu Manis","9.000"
"Kopi Kenangan x Cerita Roti - JB Tower","Coffee,Breakfast","4.9","Roti Martabak","12.000"
"Kopi Kenangan x Cerita Roti - JB Tower","Coffee,Breakfast","4.9","Americano","15.000"
"Kopi Kenangan x Cerita Roti - JB Tower","Coffee,Breakfast","4.9","Avocado Coffee","28.001"
"Kopi Kenangan x Cerita Roti - JB Tower","Coffee,Breakfast","4.9","Cappucino","22.000"
"Kopi Kenangan x Cerita Roti - JB Tower","Coffee,Breakfast","4.9","Caramel Latte","26.000"
"Kopi Kenangan x Cerita Roti - JB Tower","Coffee,Breakfast","4.9","Dua Shot Iced Shaken","28.001"
"Kopi Kenangan x Cerita Roti - JB Tower","Coffee,Breakfast","4.9","Hazelnut Latte","26.000"
"Kopi Kenangan x Cerita Roti - JB Tower","Coffee,Breakfast","4.9","Kopi Kelapa","22.000"
"Kopi Kenangan x Cerita Roti - JB Tower","Coffee,Breakfast","4.9","Kopi Kenangan Mantan","20.000"
"Kopi Kenangan x Cerita Roti - JB Tower","Coffee,Breakfast","4.9","Latte","22.000"
"Kopi Kenangan x Cerita Roti - JB Tower","Coffee,Breakfast","4.9","Salted Caramel Macchiato","28.001"
"Kopi Kenangan x Cerita Roti - JB Tower","Coffee,Breakfast","4.9","Vanilla Latte","26.000"
"Kopi Kenangan x Cerita Roti - JB Tower","Coffee,Breakfast","4.9","Mocha Latte","28.001"
"Kopi Kenangan x Cerita Roti - JB Tower","Coffee,Breakfast","4.9","Kopi Dolce","22.000"
"Kopi Kenangan x Cerita Roti - JB Tower","Coffee,Breakfast","4.9","Light Cappuccino","22.000"
"Kopi Kenangan x Cerita Roti - JB Tower","Coffee,Breakfast","4.9","Light Americano","15.000"
"Kopi Kenangan x Cerita Roti - JB Tower","Coffee,Breakfast","4.9","Light Caramel Latte","26.000"
"Kopi Kenangan x Cerita Roti - JB Tower","Coffee,Breakfast","4.9","Light Dua Shot Iced Shaken","28.001"
"Kopi Kenangan x Cerita Roti - JB Tower","Coffee,Breakfast","4.9","Light Hazelnut Latte","26.000"
